square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
5,"[0, 0]",0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",886.3878942001611,888.3879284001887,886.3878942001611,887.3879380999133,887.3712551002391,888.3712645000778,"[0, 0, 0]",1,886.3878942001611,888.3879284001887,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.4045933000743,None,space,888.4045933000743,None,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
6,"[0.2, 0]",None,,,,,,,,,0,0,0,0,,,,,,920.6381454002112,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",921.6548403999768,None,921.6548403999768,922.6548485001549,922.6381795001216,923.6381785003468,"[0, 0, 0]",1,921.6548403999768,None,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",None,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",923.6546323001385,925.6548603000119,923.6546323001385,924.6548548000865,924.6381755000912,925.6382658001967,"[0, 0, 0]",1,923.6546323001385,925.6548603000119,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",925.6715323999524,927.6715528001077,925.6715323999524,926.671535700094,926.6548677999526,927.654880899936,"[0, 0, 0]",1,925.6715323999524,927.6715528001077,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
2,"[0, 0.2]",0,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",927.6882082000375,929.6882348000072,927.6882082000375,928.6882047001272,928.6715615000576,929.6715893000364,"[0, 0, 0]",1,927.6882082000375,929.6882348000072,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
5,"[0, 0]",0,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",929.7048924001865,931.7049702000804,929.7048924001865,930.7049213000573,930.6882194001228,931.6882341001183,"[0, 0, 0]",0,929.7048924001865,931.7049702000804,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
4,"[-0.2, 0]",0,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",931.7215805999003,933.7215869002976,931.7215805999003,932.7215941003524,932.7049048999324,933.7049197000451,"[0, 0, 0]",1,931.7215805999003,933.7215869002976,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
4,"[-0.2, 0]",0,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",933.7382654002868,935.7382628000341,933.7382654002868,934.7382439002395,934.7215833999217,935.7215933999978,"[0, 0, 0]",1,933.7382654002868,935.7382628000341,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",935.7549255001359,937.7549601001665,935.7549255001359,936.7549335001968,936.7382839000784,937.7382646999322,"[0, 0, 0]",1,935.7549255001359,937.7549601001665,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
4,"[-0.2, 0]",1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",937.771619300358,939.7716381000355,937.771619300358,938.7716259001754,938.7549725999124,939.7549618002959,"[0, 0, 0]",0,937.771619300358,939.7716381000355,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",939.7882787003182,941.7882953002118,939.7882787003182,940.7883131001145,940.7716346001253,941.7716544000432,"[0, 0, 0]",1,939.7882787003182,941.7882953002118,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
5,"[0, 0]",0,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",941.8049912001006,943.8049909002148,941.8049912001006,942.8049898999743,942.7883176999167,943.7883210000582,"[0, 0, 0]",1,941.8049912001006,943.8049909002148,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",943.8216480999254,945.8216715003364,943.8216480999254,944.8216689000838,944.8050112999044,945.8050140999258,"[0, 0, 0]",0,943.8216480999254,945.8216715003364,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",945.8383468999527,947.838356600143,945.8383468999527,946.8383368002251,946.8216765001416,947.8216854999773,"[0, 0, 0]",1,945.8383468999527,947.838356600143,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",947.8550374000333,949.8550414000638,947.8550374000333,948.8550452003255,948.8383673001081,949.8383710002527,"[0, 0, 0]",1,947.8550374000333,949.8550414000638,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",949.8717133002356,951.8717466001399,949.8717133002356,950.8717120001093,950.8550495002419,951.8550623999909,"[0, 0, 0]",1,949.8717133002356,951.8717466001399,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
8,"[0, -0.2]",0,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",951.8883801000193,953.8883342002518,951.8883801000193,952.888395300135,952.8717411002144,953.8717323001474,"[0, 0, 0]",1,951.8883801000193,953.8883342002518,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",953.9050753000192,955.9050902999006,953.9050753000192,954.9050805000588,954.88842090033,955.8884191000834,"[0, 0, 0]",0,953.9050753000192,955.9050902999006,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",955.9217445002869,957.9218055000529,955.9217445002869,956.9217437002808,956.9050944000483,957.9050898998976,"[0, 0, 0]",1,955.9217445002869,957.9218055000529,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
6,"[0.2, 0]",1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",957.938299600035,959.9384349999018,957.938299600035,958.9384636003524,958.9217727002688,959.9217933001928,"[0, 0, 0]",0,957.938299600035,959.9384349999018,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
5,"[0, 0]",0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",959.9551188000478,961.9551254999824,959.9551188000478,960.9551276001148,960.9384479001164,961.9384649000131,"[0, 0, 0]",1,959.9551188000478,961.9551254999824,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",961.9718289002776,963.9718078002334,961.9718289002776,962.9718070002273,962.9551340001635,963.9551240000874,"[0, 0, 0]",1,961.9718289002776,963.9718078002334,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
5,"[0, 0]",1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",963.9884848999791,965.9885289999656,963.9884848999791,964.9884963002987,964.9718134999275,965.9718150999397,"[0, 0, 0]",0,963.9884848999791,965.9885289999656,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
1,"[-0.2, 0.2]",0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",966.0051458999515,968.0051726000383,966.0051458999515,967.0051468000747,966.9884938001633,967.9885122999549,"[0, 0, 0]",1,966.0051458999515,968.0051726000383,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
7,"[-0.2, -0.2]",0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",968.0218557999469,970.0218481002375,968.0218557999469,969.0218285000883,969.0051770000719,970.0051691001281,"[0, 0, 0]",1,968.0218557999469,970.0218481002375,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",970.0385179002769,972.0385239999741,970.0385179002769,971.0385253001004,971.0218420000747,972.0218409001827,"[0, 0, 0]",1,970.0385179002769,972.0385239999741,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
3,"[0.2, 0.2]",0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",972.0551905999891,974.0552089000121,972.0551905999891,973.0552036999725,973.0385640999302,974.0385638000444,"[0, 0, 0]",1,972.0551905999891,974.0552089000121,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
9,"[0.2, -0.2]",1,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",974.0718630999327,976.071904799901,974.0718630999327,975.0718684000894,975.0551082999445,976.0552308000624,"[0, 0, 0]",0,974.0718630999327,976.071904799901,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
6,"[0.2, 0]",0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",976.0885697002523,978.0885736001655,976.0885697002523,977.0885608000681,977.0718995002098,978.0719157001004,"[0, 0, 0]",1,976.0885697002523,978.0885736001655,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
2,"[0, 0.2]",0,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",978.105237999931,980.1052574003115,978.105237999931,979.1052839001641,979.0885854000226,980.0885779000819,"[0, 0, 0]",1,978.105237999931,980.1052574003115,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
5,"[0, 0]",0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",980.1219323999248,982.1219411003403,980.1219323999248,981.121931000147,981.1052576000802,982.1052827001549,"[0, 0, 0]",1,980.1219323999248,982.1219411003403,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.1552886003628,None,space,982.1552886003628,None,,,,,,,,,,,,,,,,,,,,,99,M,1,r,CIB,2021_Aug_10_1527,WASABI distractmap,2020.2.10,59.99919607449888,"['Right Arm', 'Right Leg', 'Right Face', 'Left Leg', 'Left Face', 'Right Face', 'Left Leg', 'Chest', 'Abdomen', 'Right Arm', 'Right Leg', 'Abdomen', 'Left Arm', 'Left Arm', 'Left Face', 'Chest']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,994.0220584003255,994.0220584003255,None,space,3.6603282997384667,994.0220584003255,None,,,,,,,,,,,
